Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
4750,PATH,Technology,Software—Infrastructure,NYSE,69.27,18,10,6,13
4751,OTMO,Technology,Software—Application,NASDAQ,69.23,18,2,0,6
4752,VIA,Utilities,Utilities—Regulated Electric,NASDAQ,69.23,18,32,44,48
4753,ITRG,Basic Materials,Other Precious Metals & Mining,NYSE MKT,69.22,18,21,3,14
4754,PESI,Industrials,Waste Management,NASDAQ,69.17,18,25,35,51
4755,THC,Healthcare,Medical Care Facilities,NYSE,69.17,18,15,43,32
4756,OLO,Technology,Software—Application,NYSE,69.12,18,27,7,13
4757,KIQ,Industrials,Railroads,NYSE MKT,69.1,18,18,28,22
4758,PCT,Industrials,Pollution & Treatment Controls,NASDAQ,69.09,18,40,78,50
4759,THRY,Communication Services,Internet Content & Information,NASDAQ,69.09,18,19,37,37
4760,IPI,Basic Materials,Agricultural Inputs,NYSE,69.07,18,27,45,96
4761,MVBF,Financial Services,Banks—Regional,NASDAQ,69.06,18,19,39,45
4762,ARTW,Industrials,Farm & Heavy Construction Machinery,NASDAQ,69.03,18,26,11,32
4763,IRIX,Healthcare,Medical Devices,NASDAQ,69.03,18,13,11,15
4764,ATAI,Healthcare,Biotechnology,NASDAQ,69.01,18,9,23,10
4765,SIF,Industrials,Aerospace & Defense,NYSE MKT,69.0,18,16,17,15
4766,AREC,Basic Materials,Coking Coal,NASDAQ,68.98,18,40,98,32
4767,NAII,Consumer Defensive,Packaged Foods,NASDAQ,68.95,18,21,74,55
4768,PRLD,Healthcare,Biotechnology,NASDAQ,68.91,18,80,41,9
4769,NVEI,Technology,Software—Infrastructure,NASDAQ,68.85,18,21,9,14
4770,KMX,Consumer Cyclical,Auto & Truck Dealerships,NYSE,68.84,18,20,27,42
4771,CSSE,Communication Services,Broadcasting,NASDAQ,68.83,18,24,57,15
4772,CCCC,Healthcare,Biotechnology,NASDAQ,68.83,18,21,47,0
4773,ZI,Technology,Software—Application,NASDAQ,68.76,18,15,46,20
4774,COHR,Technology,Scientific & Technical Instruments,NASDAQ,68.75,18,17,17,40
4775,BARK,Consumer Cyclical,Specialty Retail,NYSE,68.71,18,10,20,2
4776,LSPD,Technology,Software—Application,NYSE,68.7,17,19,10,14
4777,DYNT,Healthcare,Medical Devices,NASDAQ,68.7,17,15,22,29
4778,OMI,Healthcare,Medical Distribution,NYSE,68.67,17,13,18,39
4779,FTHM,Real Estate,Real Estate Services,NASDAQ,68.64,17,6,4,10
4780,USDP,Industrials,Railroads,NYSE,68.57,17,28,43,68
4781,AMEH,Healthcare,Medical Care Facilities,NASDAQ,68.55,17,23,29,24
4782,CNF,Financial Services,Mortgage Finance,NYSE,68.51,17,9,21,54
4783,GTLS,Industrials,Specialty Industrial Machinery,NYSE,68.49,17,34,91,71
4784,SLG,Real Estate,REIT—Office,NYSE,68.47,17,21,26,25
4785,RKLB,Industrials,Aerospace & Defense,NASDAQ,68.43,17,25,21,7
4786,NMRK,Real Estate,Real Estate Services,NASDAQ,68.43,17,20,33,25
4787,ENTG,Technology,Semiconductor Equipment & Materials,NASDAQ,68.42,17,18,30,36
4788,SPOT,Communication Services,Internet Content & Information,NYSE,68.41,17,15,18,16
4789,BLPH,Healthcare,Biotechnology,NASDAQ,68.39,17,24,34,3
4790,FFWM,Financial Services,Banks—Regional,NASDAQ,68.36,17,18,34,62
4791,HAYW,Industrials,Electrical Equipment & Parts,NYSE,68.35,17,21,9,30
4792,NNVC,Healthcare,Biotechnology,NYSE MKT,68.35,17,25,22,26
4793,SLI,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,68.34,17,19,47,34
4794,GDYN,Technology,Information Technology Services,NASDAQ,68.34,17,15,51,88
4795,SSYS,Technology,Computer Hardware,NASDAQ,68.2,17,17,21,43
4796,WPRT,Consumer Cyclical,Auto Parts,NASDAQ,68.18,17,12,13,12
4797,LE,Consumer Cyclical,Specialty Retail,NASDAQ,68.15,17,16,7,16
4798,CMMB,Healthcare,Biotechnology,NASDAQ,68.12,17,10,12,13
4799,VRNS,Technology,Software—Infrastructure,NASDAQ,68.06,17,13,16,20
4800,BOOM,Energy,Oil & Gas Equipment & Services,NASDAQ,68.06,17,28,22,16
4801,GRTS,Healthcare,Biotechnology,NASDAQ,68.04,17,22,43,6
4802,GOL,Industrials,Airlines,NYSE,68.02,17,14,21,16
4803,HITI,Healthcare,Pharmaceutical Retailers,NASDAQ,68.01,17,15,4,8
4804,YQ,Consumer Defensive,Education & Training Services,NASDAQ,68.0,17,8,27,33
4805,ALYA,Technology,Information Technology Services,NASDAQ,67.96,17,26,26,63
4806,ONVO,Healthcare,Diagnostics & Research,NASDAQ,67.95,17,10,28,7
4807,AP,Industrials,Metal Fabrication,NYSE,67.91,17,23,46,31
4808,PXLW,Technology,Semiconductors,NASDAQ,67.83,17,15,11,16
4809,SWBI,Industrials,Aerospace & Defense,NASDAQ,67.82,17,24,18,32
4810,AMRN,Healthcare,Biotechnology,NASDAQ,67.81,17,17,4,14
4811,SIOX,Healthcare,Biotechnology,NASDAQ,67.79,17,20,8,4
4812,SFE,Financial Services,Asset Management,NASDAQ,67.75,17,25,33,28
4813,SSY,Healthcare,Pharmaceutical Retailers,NYSE MKT,67.73,17,16,32,17
4814,FOA,Financial Services,Credit Services,NYSE,67.7,17,14,8,10
4815,NTLA,Healthcare,Biotechnology,NASDAQ,67.69,17,29,63,15
4816,REAX,Real Estate,Real Estate Services,NASDAQ,67.67,17,18,82,14
4817,LPTH,Technology,Electronic Components,NASDAQ,67.64,17,14,20,21
4818,TLSA,Healthcare,Biotechnology,NASDAQ,67.64,17,36,7,23
4819,USEG,Energy,Oil & Gas E&P,NASDAQ,67.61,17,31,27,44
4820,TCS,Consumer Cyclical,Specialty Retail,NYSE,67.61,17,13,16,36
4821,BAK,Basic Materials,Chemicals,NYSE,67.59,17,28,12,36
4822,ATIF,Financial Services,Capital Markets,NASDAQ,67.54,17,10,18,67
4823,FWP,Healthcare,Biotechnology,NASDAQ,67.54,17,18,16,32
4824,CHPT,Consumer Cyclical,Specialty Retail,NYSE,67.51,17,40,81,31
4825,AKBA,Healthcare,Biotechnology,NASDAQ,67.46,17,8,7,0
4826,XM,Technology,Software—Application,NASDAQ,67.38,17,15,8,6
4827,TCON,Healthcare,Biotechnology,NASDAQ,67.35,17,19,58,7
4828,CAN,Technology,Computer Hardware,NASDAQ,67.3,17,15,19,13
4829,GIII,Consumer Cyclical,Apparel Retail,NASDAQ,67.3,17,29,14,36
4830,CXDO,Communication Services,Telecom Services,NASDAQ,67.28,17,18,19,30
4831,PUBM,Technology,Software—Application,NASDAQ,67.19,17,16,20,23
4832,AMST,Technology,Softwareâ€”Application,NASDAQ,67.17,17,4,5,18
4833,RNA,Healthcare,Biotechnology,NASDAQ,67.16,17,30,92,34
4834,FREE,Consumer Defensive,Packaged Foods,NASDAQ,67.12,16,6,10,28
4835,AQMS,Industrials,Waste Management,NASDAQ,67.06,16,26,22,17
4836,AMED,Healthcare,Medical Care Facilities,NASDAQ,67.01,16,20,33,24
4837,NCNA,Healthcare,Biotechnology,NASDAQ,66.95,16,22,97,12
4838,DBVT,Healthcare,Biotechnology,NASDAQ,66.95,16,30,44,96
4839,XFOR,Healthcare,Biotechnology,NASDAQ,66.95,16,94,15,7
4840,DBTX,Healthcare,Biotechnology,NASDAQ,66.92,16,38,97,16
4841,ZNTL,Healthcare,Biotechnology,NASDAQ,66.92,16,16,14,11
4842,HELE,Consumer Defensive,Household & Personal Products,NASDAQ,66.87,16,12,9,33
4843,SAFE,Real Estate,REIT—Diversified,NYSE,66.78,16,17,20,16
4844,ENG,Industrials,Engineering & Construction,NASDAQ,66.78,16,19,87,19
4845,LXEH,Consumer Defensive,Education & Training Services,NASDAQ,66.75,16,10,23,2
4846,OPRT,Financial Services,Credit Services,NASDAQ,66.73,16,14,3,15
4847,SONM,Technology,Communication Equipment,NASDAQ,66.71,16,12,28,7
4848,PPSI,Industrials,Electrical Equipment & Parts,NASDAQ,66.71,16,25,29,28
4849,DWAC,Financial Services,Shell Companies,NASDAQ,66.7,16,13,56,98
4850,SEMR,Technology,Software—Application,NYSE,66.68,16,32,27,42
4851,AMBO,Consumer Defensive,Education & Training Services,NYSE MKT,66.66,16,9,16,8
4852,DFH,Consumer Cyclical,Residential Construction,NYSE,66.64,16,23,24,16
4853,SMG,Basic Materials,Agricultural Inputs,NYSE,66.64,16,15,6,17
4854,XLO,Healthcare,Biotechnology,NASDAQ,66.6,16,16,22,1
4855,PACK,Consumer Cyclical,Packaging & Containers,NYSE,66.57,16,12,2,3
4856,DEI,Real Estate,REIT—Office,NYSE,66.55,16,19,26,30
4857,FURY,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,66.49,16,21,16,37
4858,DSEY,Consumer Cyclical,Personal Services,NASDAQ,66.47,16,18,8,31
4859,MPAA,Consumer Cyclical,Auto Parts,NASDAQ,66.47,16,77,46,37
4860,BDN,Real Estate,REIT—Office,NYSE,66.45,16,19,21,35
4861,SGC,Consumer Cyclical,Apparel Manufacturing,NASDAQ,66.44,16,17,5,57
4862,AEZS,Healthcare,Biotechnology,NASDAQ,66.43,16,13,13,8
4863,ZEPP,Technology,Scientific & Technical Instruments,NYSE,66.38,16,7,11,9
4864,IVA,Healthcare,Biotechnology,NASDAQ,66.26,16,12,3,16
4865,CRWD,Technology,Software—Infrastructure,NASDAQ,66.18,16,25,40,34
4866,LC,Financial Services,Credit Services,NYSE,66.15,16,17,24,25
4867,WLDN,Industrials,Engineering & Construction,NASDAQ,66.14,16,11,10,49
4868,TAST,Consumer Cyclical,Restaurants,NASDAQ,66.11,16,31,17,30
4869,CLPS,Technology,Information Technology Services,NASDAQ,66.1,16,13,27,26
4870,USX,Industrials,Trucking,NYSE,66.09,16,12,11,9
4871,LGO,Basic Materials,Other Industrial Metals & Mining,NASDAQ,66.08,16,13,12,24
4872,NGL,Energy,Oil & Gas Refining & Marketing,NYSE,66.06,16,21,28,36
4873,AVIR,Healthcare,Biotechnology,NASDAQ,66.03,16,17,29,26
4874,EB,Technology,Software—Application,NYSE,66.0,16,18,8,29
4875,CLVT,Technology,Information Technology Services,NYSE,65.95,16,20,12,28
4876,MTLS,Technology,Software—Application,NASDAQ,65.92,16,16,14,25
4877,SCS,Industrials,Business Equipment & Supplies,NYSE,65.88,16,22,31,58
4878,LEDS,Technology,Semiconductors,NASDAQ,65.87,16,22,15,18
4879,EWCZ,Consumer Defensive,Household & Personal Products,NASDAQ,65.83,16,16,20,65
4880,MSGE,Communication Services,Entertainment,NYSE,65.81,16,18,34,30
4881,RNLX,Healthcare,Diagnostics & Research,NASDAQ,65.77,16,3,0,6
4882,PLTK,Communication Services,Electronic Gaming & Multimedia,NASDAQ,65.76,16,20,10,28
4883,CPOP,Communication Services,Advertising Agencies,NASDAQ,65.75,16,17,18,29
4884,MX,Technology,Semiconductors,NYSE,65.75,16,17,13,57
4885,SEAC,Technology,Software—Application,NASDAQ,65.72,16,11,8,10
4886,IHRT,Communication Services,Broadcasting,NASDAQ,65.68,16,14,25,7
4887,ICLK,Communication Services,Advertising Agencies,NASDAQ,65.64,16,1,1,1
4888,LITE,Technology,Communication Equipment,NASDAQ,65.63,16,17,38,59
4889,FLGT,Healthcare,Diagnostics & Research,NASDAQ,65.63,16,18,13,29
4890,HBIO,Healthcare,Medical Instruments & Supplies,NASDAQ,65.58,16,13,12,18
4891,JAN,Industrials,Waste Management,NASDAQ,65.55,16,17,14,25
4892,VLDR,Technology,Scientific & Technical Instruments,NASDAQ,65.41,15,7,6,3
4893,MRNS,Healthcare,Biotechnology,NASDAQ,65.4,15,18,69,8
4894,AIRI,Industrials,Aerospace & Defense,NYSE MKT,65.39,15,20,31,32
4895,ALPP,Industrials,Metal Fabrication,NASDAQ,65.37,15,21,10,8
4896,BAM,Financial Services,Asset Management,NYSE,65.35,15,42,56,46
4897,CIA,Financial Services,Insurance—Life,NYSE,65.33,15,35,25,40
4898,BIG,Consumer Defensive,Discount Stores,NYSE,65.29,15,14,15,14
4899,WOOF,Consumer Cyclical,Specialty Retail,NASDAQ,65.28,15,16,26,41
4900,ASPN,Industrials,Building Products & Equipment,NYSE,65.28,15,21,5,9
4901,VALN,Healthcare,Biotechnology,NASDAQ,65.27,15,12,22,32
4902,CRDF,Healthcare,Biotechnology,NASDAQ,65.21,15,12,10,10
4903,FIXX,Healthcare,Biotechnology,NASDAQ,65.19,15,12,14,12
4904,ALGN,Healthcare,Medical Devices,NASDAQ,65.19,15,15,17,10
4905,XIN,Real Estate,Real Estate—Development,NYSE,65.18,15,17,10,29
4906,SGBX,Industrials,Metal Fabrication,NASDAQ,65.01,15,17,78,31
4907,EDIT,Healthcare,Biotechnology,NASDAQ,65.0,15,29,30,11
4908,SCKT,Technology,Computer Hardware,NASDAQ,64.96,15,12,15,27
4909,NVFY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,64.95,15,13,15,7
4910,AMCX,Communication Services,Broadcasting,NASDAQ,64.92,15,14,16,29
4911,ELAN,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,64.92,15,14,9,30
4912,MDWD,Healthcare,Biotechnology,NASDAQ,64.91,15,14,70,23
4913,PHG,Healthcare,Diagnostics & Research,NYSE,64.91,15,13,14,22
4914,HNST,Consumer Cyclical,Specialty Retail,NASDAQ,64.84,15,20,43,5
4915,AENZ,Industrials,Engineering & Construction,NYSE,64.77,15,14,12,44
4916,ZS,Technology,Software—Infrastructure,NASDAQ,64.77,15,22,36,22
4917,WMC,Real Estate,REIT—Mortgage,NYSE,64.76,15,11,36,23
4918,BW,Industrials,Electrical Equipment & Parts,NYSE,64.75,15,16,90,42
4919,GDRX,Healthcare,Health Information Services,NASDAQ,64.75,15,10,6,1
4920,SMTC,Technology,Semiconductors,NASDAQ,64.65,15,9,4,39
4921,ACIU,Healthcare,Biotechnology,NASDAQ,64.52,15,25,24,23
4922,NKTR,Healthcare,Biotechnology,NASDAQ,64.5,15,24,11,7
4923,TDS,Communication Services,Telecom Services,NYSE,64.48,15,17,45,51
4924,AZYO,Healthcare,Medical Devices,NASDAQ,64.45,15,93,83,90
4925,SGMA,Technology,Electronic Components,NASDAQ,64.41,15,27,23,61
4926,KTOS,Industrials,Aerospace & Defense,NASDAQ,64.4,15,19,18,25
4927,DTST,Technology,Information Technology Services,NASDAQ,64.4,15,20,17,25
4928,OSTK,Consumer Cyclical,Internet Retail,NASDAQ,64.38,15,17,11,13
4929,NNBR,Industrials,Conglomerates,NASDAQ,64.28,15,21,19,26
4930,PNTG,Healthcare,Medical Care Facilities,NASDAQ,64.15,15,18,33,22
4931,TWST,Healthcare,Diagnostics & Research,NASDAQ,64.12,15,27,26,13
4932,AVAL,Financial Services,Banks—Regional,NYSE,63.99,15,13,11,37
4933,TCX,Technology,Software—Infrastructure,NASDAQ,63.92,15,14,17,17
4934,TV,Communication Services,Broadcasting,NYSE,63.87,15,19,11,38
4935,QIWI,Technology,Information Technology Services,NASDAQ,63.86,15,32,34,49
4936,PHCF,Financial Services,Asset Management,NASDAQ,63.85,15,8,11,14
4937,ATCX,Industrials,Engineering & Construction,NASDAQ,63.82,15,25,36,17
4938,IONQ,Technology,Computer Hardware,NYSE,63.79,15,17,17,8
4939,CGA,Basic Materials,Agricultural Inputs,NYSE,63.74,15,31,66,20
4940,TELL,Energy,Oil & Gas E&P,NYSE MKT,63.62,15,32,89,46
4941,HEPS,Consumer Cyclical,Internet Retail,NASDAQ,63.58,15,8,40,1
4942,SEER,Healthcare,Biotechnology,NASDAQ,63.55,15,20,17,6
4943,ASTC,Industrials,Aerospace & Defense,NASDAQ,63.54,15,23,25,16
4944,BYFC,Financial Services,Banks—Regional,NASDAQ,63.52,15,20,12,19
4945,ABEO,Healthcare,Biotechnology,NASDAQ,63.48,15,26,11,7
4946,OCFT,Technology,Software—Application,NYSE,63.48,15,10,8,18
4947,DSP,Technology,Software—Application,NASDAQ,63.42,15,18,10,27
4948,PAR,Technology,Software—Application,NYSE,63.41,15,17,23,33
4949,DMS,Communication Services,Advertising Agencies,NYSE,63.4,15,32,25,5
4950,VERU,Healthcare,Biotechnology,NASDAQ,63.31,14,12,99,99
4951,DLTH,Consumer Cyclical,Apparel Retail,NASDAQ,63.28,14,20,8,39
4952,TIG,Financial Services,Insurance—Specialty,NASDAQ,63.28,14,7,6,73
4953,WWR,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,63.21,14,19,32,12
4954,SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,63.16,14,14,27,10
4955,OUST,Technology,Electronic Components,NYSE,63.14,14,8,2,6
4956,SPI,Technology,Solar,NASDAQ,63.1,14,12,10,12
4957,RIDE,Consumer Cyclical,Auto Manufacturers,NASDAQ,63.05,14,15,27,8
4958,FIGS,Consumer Cyclical,Apparel Manufacturing,NYSE,63.05,14,8,23,2
4959,AQST,Healthcare,Drug Manufacturersâ€”Specialty & Generic,NASDAQ,63.01,14,12,41,0
4960,HSKA,Healthcare,Diagnostics & Research,NASDAQ,63.0,14,18,18,16
4961,SECO,Consumer Cyclical,Internet Retail,NASDAQ,62.99,14,41,38,7
4962,LFST,Healthcare,Medical Care Facilities,NASDAQ,62.97,14,27,89,13
4963,ALGT,Industrials,Airlines,NASDAQ,62.97,14,13,12,27
4964,CGEN,Healthcare,Biotechnology,NASDAQ,62.87,14,7,2,10
4965,RETO,Basic Materials,Building Materials,NASDAQ,62.85,14,19,11,34
4966,NTCO,Consumer Defensive,Household & Personal Products,NYSE,62.8,14,19,18,11
4967,MVST,Industrials,Electrical Equipment & Parts,NASDAQ,62.71,14,15,4,5
4968,ARDS,Healthcare,Biotechnology,NASDAQ,62.69,14,7,54,18
4969,CSTE,Industrials,Building Products & Equipment,NASDAQ,62.65,14,20,53,41
4970,CARV,Financial Services,Banks—Regional,NASDAQ,62.57,14,11,14,36
4971,GTBP,Healthcare,Biotechnology,NASDAQ,62.55,14,28,9,33
4972,TISI,Industrials,Specialty Business Services,NYSE,62.5,14,20,74,11
4973,CTHR,Consumer Cyclical,Luxury Goods,NASDAQ,62.49,14,14,12,20
4974,WKSP,Consumer Cyclical,Auto Parts,NASDAQ,62.49,14,26,40,22
4975,NKTX,Healthcare,Biotechnology,NASDAQ,62.48,14,26,52,47
4976,QSI,Healthcare,Biotechnology,NASDAQ,62.47,14,23,16,11
4977,RAAS,Technology,Software—Application,NYSE,62.42,14,36,16,5
4978,GEVO,Basic Materials,Specialty Chemicals,NASDAQ,62.41,14,15,18,12
4979,CLLS,Healthcare,Biotechnology,NASDAQ,62.35,14,10,22,10
4980,PAY,Technology,Information Technology Services,NYSE,62.21,14,29,12,18
4981,BZUN,Consumer Cyclical,Internet Retail,NASDAQ,62.19,14,5,11,52
4982,TNDM,Healthcare,Medical Devices,NASDAQ,62.17,14,11,15,14
4983,GTN,Communication Services,Broadcasting,NYSE,62.16,14,9,52,42
4984,ATOM,Technology,Semiconductor Equipment & Materials,NASDAQ,62.14,14,16,30,18
4985,GTH,Healthcare,Diagnostics & Research,NASDAQ,62.13,14,9,2,3
4986,ZUO,Technology,Software—Infrastructure,NYSE,62.13,14,19,12,17
4987,SRTS,Healthcare,Medical Devices,NASDAQ,62.1,14,43,99,97
4988,FTFT,Technology,Software—Application,NASDAQ,62.09,14,15,21,5
4989,LNC,Financial Services,Insurance—Life,NYSE,62.07,14,15,34,38
4990,COMP,Technology,Software—Application,NYSE,62.07,14,14,5,9
4991,PPBT,Healthcare,Biotechnology,NASDAQ,62.05,14,21,13,24
4992,PRTG,Healthcare,Biotechnology,NASDAQ,62.05,14,29,27,23
4993,TTGT,Communication Services,Internet Content & Information,NASDAQ,61.97,14,17,25,43
4994,XXII,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,61.93,14,14,10,37
4995,KAMN,Industrials,Aerospace & Defense,NYSE,61.87,14,12,32,39
4996,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,61.84,14,14,9,15
4997,NAVB,Healthcare,Biotechnology,NYSE MKT,61.83,14,4,1,26
4998,SOFI,Financial Services,Credit Services,NASDAQ,61.79,14,17,18,10
4999,VIAO,Technology,Electronic Components,NYSE,61.78,14,11,2,4
5000,POLA,Industrials,Electrical Equipment & Parts,NASDAQ,61.76,14,23,55,23
5001,RGLS,Healthcare,Biotechnology,NASDAQ,61.73,14,28,13,27
5002,QRTEP,Consumer Cyclical,Internet Retail,NASDAQ,61.69,14,12,22,19
5003,EVGN,Healthcare,Biotechnology,NASDAQ,61.68,14,14,29,9
5004,AKA,Consumer Cyclical,Internet Retail,NYSE,61.68,14,8,1,10
5005,CCEL,Healthcare,Medical Care Facilities,NYSE MKT,61.67,14,31,83,24
5006,RNG,Technology,Software—Application,NYSE,61.6,14,10,4,3
5007,DWACU,Financial Services,Shell Companies,NASDAQ,61.58,13,15,63,99
5008,ATOS,Healthcare,Biotechnology,NASDAQ,61.58,13,19,12,15
5009,MLSS,Healthcare,Medical Instruments & Supplies,NYSE MKT,61.54,13,14,11,18
5010,CAMP,Technology,Communication Equipment,NASDAQ,61.45,13,11,15,39
5011,MIST,Healthcare,Biotechnology,NASDAQ,61.42,13,25,98,87
5012,HPP,Real Estate,REIT—Office,NYSE,61.42,13,16,13,22
5013,INUV,Communication Services,Advertising Agencies,NYSE MKT,61.41,13,32,80,35
5014,KORE,Financial Services,Shell Companies,NYSE,61.35,13,23,3,17
5015,TSLA,Consumer Cyclical,Auto Manufacturers,NASDAQ,61.31,13,19,91,54
5016,HARP,Healthcare,Biotechnology,NASDAQ,61.31,13,2,3,3
5017,PRFX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,61.3,13,12,7,20
5018,IGC,Industrials,Conglomerates,NYSE MKT,61.28,13,14,10,20
5019,NIO,Consumer Cyclical,Auto Manufacturers,NYSE,61.27,13,11,30,44
5020,CHNR,Basic Materials,Other Industrial Metals & Mining,NASDAQ,61.24,13,12,24,29
5021,FUSN,Healthcare,Biotechnology,NASDAQ,61.23,13,22,13,11
5022,SMWB,Communication Services,Internet Content & Information,NYSE,61.2,13,13,11,17
5023,EKSO,Healthcare,Medical Instruments & Supplies,NASDAQ,61.18,13,13,41,14
5024,HBI,Consumer Cyclical,Apparel Manufacturing,NYSE,61.1,13,15,14,25
5025,STAR,Real Estate,REIT—Diversified,NYSE,61.08,13,15,16,21
5026,TPHS,Real Estate,Real Estate—Diversified,NYSE MKT,61.05,13,10,7,21
5027,ECOR,Healthcare,Medical Devices,NASDAQ,61.04,13,7,23,35
5028,UNIT,Real Estate,REIT—Specialty,NASDAQ,61.04,13,24,23,52
5029,MOXC,Technology,Internet Information Providers,NASDAQ,61.01,13,10,14,5
5030,BROG,Energy,Oil & Gas Midstream,NASDAQ,60.88,13,63,86,65
5031,AVGR,Healthcare,Medical Devices,NASDAQ,60.62,13,6,5,1
5032,SDGR,Healthcare,Health Information Services,NASDAQ,60.61,13,24,34,24
5033,GSIT,Technology,Semiconductors,NASDAQ,60.59,13,10,17,34
5034,BLNK,Consumer Cyclical,Specialty Retail,NASDAQ,60.56,13,15,76,19
5035,GVP,Technology,Software—Application,NASDAQ,60.51,13,13,21,44
5036,TXMD,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,60.45,13,45,6,6
5037,TWKS,Technology,Information Technology Services,NASDAQ,60.4,13,8,12,21
5038,UUU,Industrials,Security & Protection Services,NYSE MKT,60.38,13,62,66,44
5039,UPWK,Industrials,Staffing & Employment Services,NASDAQ,60.35,13,18,13,25
5040,TPST,Healthcare,Biotechnology,NASDAQ,60.34,13,8,18,12
5041,AZUL,Industrials,Airlines,NYSE,60.33,13,15,36,12
5042,SOLO,Consumer Cyclical,Auto Manufacturers,NASDAQ,60.33,13,18,19,12
5043,DOCN,Technology,Software—Infrastructure,NYSE,60.26,13,16,23,26
5044,RVP,Healthcare,Medical Instruments & Supplies,NYSE MKT,60.25,13,9,2,21
5045,CODX,Healthcare,Diagnostics & Research,NASDAQ,60.21,13,21,5,30
5046,VFC,Consumer Cyclical,Apparel Manufacturing,NYSE,60.17,13,16,20,35
5047,PRLB,Industrials,Metal Fabrication,NYSE,60.15,13,9,18,39
5048,FATE,Healthcare,Biotechnology,NASDAQ,60.14,13,20,25,11
5049,UPLD,Technology,Software—Application,NASDAQ,60.14,13,12,6,26
5050,TEAM,Technology,Software—Application,NASDAQ,60.1,13,10,58,21
5051,PLUG,Industrials,Electrical Equipment & Parts,NASDAQ,60.1,13,25,95,21
5052,ANGN,Healthcare,Biotechnology,NASDAQ,60.07,13,18,5,22
5053,CABO,Communication Services,Telecom Services,NYSE,60.07,13,10,18,36
5054,DTIL,Healthcare,Biotechnology,NASDAQ,60.06,13,12,12,2
5055,LL,Consumer Cyclical,Home Improvement Retail,NYSE,60.01,13,18,8,19
5056,BV,Industrials,Specialty Business Services,NYSE,60.0,13,24,16,51
5057,SNAP,Communication Services,Internet Content & Information,NYSE,60.0,13,12,5,2
5058,QTWO,Technology,Software—Application,NYSE,59.93,13,11,18,14
5059,NLS,Consumer Cyclical,Leisure,NYSE,59.89,13,7,10,3
5060,CSV,Consumer Cyclical,Personal Services,NYSE,59.88,13,13,25,42
5061,EVOK,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,59.8,13,7,4,5
5062,FPAY,Industrials,Rental & Leasing Services,NASDAQ,59.79,13,21,97,11
5063,IOVA,Healthcare,Biotechnology,NASDAQ,59.75,13,14,32,15
5064,ROKU,Communication Services,Entertainment,NASDAQ,59.74,13,11,8,12
5065,ASMB,Healthcare,Biotechnology,NASDAQ,59.71,13,20,40,55
5066,EXPR,Consumer Cyclical,Apparel Retail,NYSE,59.67,13,5,4,19
5067,STTK,Healthcare,Biotechnology,NASDAQ,59.66,12,9,7,12
5068,NRDY,Technology,Software—Application,NYSE,59.66,12,14,7,12
5069,PAGS,Technology,Software—Infrastructure,NYSE,59.6,12,36,39,7
5070,NAUT,Healthcare,Biotechnology,NASDAQ,59.57,12,14,7,18
5071,RSI,Consumer Cyclical,Gambling,NYSE,59.45,12,11,17,7
5072,KXIN,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,59.41,12,6,6,22
5073,MTCH,Communication Services,Internet Content & Information,NASDAQ,59.4,12,14,9,19
5074,SBNY,Financial Services,Banks—Regional,NASDAQ,59.39,12,15,23,26
5075,PRPO,Healthcare,Diagnostics & Research,NASDAQ,59.34,12,15,14,20
5076,PRAX,Healthcare,Biotechnology,NASDAQ,59.31,12,2,11,0
5077,IAC,Communication Services,Internet Content & Information,NASDAQ,59.27,12,11,11,27
5078,MBIO,Healthcare,Biotechnology,NASDAQ,59.24,12,11,9,12
5079,MGTX,Healthcare,Biotechnology,NASDAQ,59.24,12,11,33,15
5080,NM,Industrials,Marine Shipping,NYSE,59.22,12,25,17,17
5081,CADL,Healthcare,Biotechnology,NASDAQ,59.2,12,4,16,21
5082,DBRG,Real Estate,REIT—Diversified,NYSE,59.2,12,13,16,27
5083,ATHA,Healthcare,Biotechnology,NASDAQ,59.18,12,10,1,2
5084,SMRT,Technology,Software—Application,NYSE,59.0,12,13,2,19
5085,ACB,Healthcare,Drug Manufacturersâ€”Specialty & Generic,NASDAQ,58.95,12,11,11,1
5086,ANGO,Healthcare,Medical Instruments & Supplies,NASDAQ,58.95,12,14,66,45
5087,SNT,Industrials,Security & Protection Services,NASDAQ,58.85,12,18,26,28
5088,XRTX,Healthcare,Biotechnology,NASDAQ,58.84,12,14,27,16
5089,OLB,Technology,Software—Application,NASDAQ,58.84,12,11,37,4
5090,GBR,Real Estate,Real Estate Services,NYSE MKT,58.74,12,16,8,15
