Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1339,CHE,Healthcare,Medical Care Facilities,NYSE,109.71,76,69,73,72
1340,IEP,Industrials,Conglomerates,NASDAQ,109.71,76,82,87,88
1341,CWBC,Financial Services,Banks—Regional,NASDAQ,109.71,76,84,81,86
1342,EMAN,Technology,Electronic Components,NYSE MKT,109.71,76,42,21,8
1343,SAIA,Industrials,Trucking,NASDAQ,109.7,76,63,31,28
1344,MMX,Basic Materials,Other Precious Metals & Mining,NYSE MKT,109.68,76,50,23,66
1345,EYE,Consumer Cyclical,Specialty Retail,NASDAQ,109.67,76,88,53,19
1346,PG,Consumer Defensive,Household & Personal Products,NYSE,109.66,76,55,60,73
1347,EVR,Financial Services,Capital Markets,NYSE,109.65,76,68,28,40
1348,CP,Industrials,Railroads,NYSE,109.62,76,69,77,72
1349,IHG,Consumer Cyclical,Lodging,NYSE,109.61,76,47,48,45
1350,ABST,Technology,Softwareâ€”Application,NASDAQ,109.59,76,77,92,49
1351,HEI,Industrials,Aerospace & Defense,NYSE,109.58,76,82,86,67
1352,SQNS,Technology,Semiconductors,NYSE,109.58,76,75,93,24
1353,GBCI,Financial Services,Banks—Regional,NYSE,109.57,76,85,76,67
1354,ULCC,Industrials,Airlines,NASDAQ,109.55,76,79,80,36
1355,TRI,Industrials,Consulting Services,NYSE,109.54,76,71,78,71
1356,CPNG,Consumer Cyclical,Internet Retail,NYSE,109.53,76,77,74,12
1357,INSE,Communication Services,Electronic Gaming & Multimedia,NASDAQ,109.53,76,51,78,42
1358,EXPO,Industrials,Consulting Services,NASDAQ,109.52,76,72,50,53
1359,QGEN,Healthcare,Diagnostics & Research,NYSE,109.49,76,61,40,59
1360,ACA,Industrials,Infrastructure Operations,NYSE,109.49,76,82,87,57
1361,DDL,Consumer Defensive,Grocery Stores,NYSE,109.47,76,13,16,27
1362,XNCR,Healthcare,Biotechnology,NASDAQ,109.46,76,57,70,37
1363,UTL,Utilities,Utilities—Diversified,NYSE,109.44,76,73,77,94
1364,GHC,Consumer Defensive,Education & Training Services,NYSE,109.44,76,86,61,68
1365,CACI,Technology,Information Technology Services,NYSE,109.43,76,81,79,75
1366,PFE,Healthcare,Drug Manufacturers—General,NYSE,109.42,76,59,52,89
1367,DHIL,Financial Services,Asset Management,NASDAQ,109.42,76,66,75,75
1368,SAN,Financial Services,Banks—Diversified,NYSE,109.42,76,44,35,59
1369,AFG,Financial Services,Insuranceâ€”Property & Casualty,NYSE,109.4,76,84,75,94
1370,FC,Industrials,Consulting Services,NYSE,109.4,76,74,92,67
1371,HQY,Healthcare,Health Information Services,NASDAQ,109.39,76,79,93,94
1372,HBAN,Financial Services,Banks—Regional,NASDAQ,109.39,76,79,75,56
1373,JCE,Financial Services,Asset Management,NYSE,109.39,76,56,54,53
1374,TBNK,Financial Services,Banks—Regional,NASDAQ,109.38,76,50,38,60
1375,EFSC,Financial Services,Banks—Regional,NASDAQ,109.33,76,83,79,70
1376,CVE,Energy,Oil & Gas Integrated,NYSE,109.32,76,96,96,99
1377,HWC,Financial Services,Banks—Regional,NASDAQ,109.3,76,83,83,71
1378,TTP,Financial Services,Asset Management,NYSE,109.3,76,83,92,85
1379,BLDR,Industrials,Building Products & Equipment,NYSE,109.29,76,58,50,48
1380,NDP,Financial Services,Asset Management,NYSE,109.28,76,94,95,95
1381,OHI,Real Estate,REIT—Healthcare Facilities,NYSE,109.25,76,87,88,72
1382,GLSI,Healthcare,Biotechnology,NASDAQ,109.24,76,27,25,2
1383,EMCF,Financial Services,Banks—Regional,NASDAQ,109.24,76,80,82,97
1384,GHM,Industrials,Specialty Industrial Machinery,NYSE,109.23,76,82,81,32
1385,MTH,Consumer Cyclical,Residential Construction,NYSE,109.22,76,49,38,31
1386,PANL,Industrials,Marine Shipping,NASDAQ,109.22,76,79,61,92
1387,BNGO,Healthcare,Diagnostics & Research,NASDAQ,109.21,76,72,76,9
1388,HEP,Energy,Oil & Gas Midstream,NYSE,109.2,76,88,88,71
1389,BGSF,Industrials,Staffing & Employment Services,NYSE,109.2,76,59,73,81
1390,HOLX,Healthcare,Medical Instruments & Supplies,NASDAQ,109.19,76,78,46,69
1391,BJRI,Consumer Cyclical,Restaurants,NASDAQ,109.16,76,83,69,29
1392,MT,Basic Materials,Steel,NYSE,109.15,76,63,23,40
1393,HCCI,Industrials,Waste Management,NASDAQ,109.14,76,52,87,59
1394,FTV,Technology,Scientific & Technical Instruments,NYSE,109.13,76,75,71,50
1395,ITT,Industrials,Specialty Industrial Machinery,NYSE,109.13,76,62,47,43
1396,MO,Consumer Defensive,Tobacco,NYSE,109.13,76,59,51,61
1397,VVV,Energy,Oil & Gas Refining & Marketing,NYSE,109.12,76,76,41,65
1398,ETR,Utilities,Utilities—Regulated Electric,NYSE,109.12,76,66,85,79
1399,APLS,Healthcare,Biotechnology,NASDAQ,109.1,75,47,97,68
1400,AROW,Financial Services,Banksâ€”Regional,NASDAQ,109.1,75,80,76,74
1401,RCL,Consumer Cyclical,Travel Services,NYSE,109.09,75,66,52,12
1402,IAG,Basic Materials,Gold,NYSE,109.09,75,53,5,26
1403,LPX,Industrials,Building Products & Equipment,NYSE,109.06,75,53,34,52
1404,MUX,Basic Materials,Other Precious Metals & Mining,NYSE,109.05,75,76,5,15
1405,CLDT,Real Estate,REIT—Hotel & Motel,NYSE,109.05,75,62,82,39
1406,JT,Financial Services,Credit Services,NYSE,109.03,75,79,97,98
1407,WK,Technology,Software—Application,NYSE,109.03,75,44,20,17
1408,IMXI,Technology,Information Technology Services,NASDAQ,108.98,75,80,94,93
1409,SBT,Financial Services,Banks—Regional,NASDAQ,108.98,75,82,75,92
1410,GAMB,Consumer Cyclical,Gambling,NASDAQ,108.98,75,50,25,90
1411,TMP,Financial Services,Banks—Regional,NYSE MKT,108.94,75,79,69,67
1412,RPRX,Healthcare,Biotechnology,NASDAQ,108.94,75,81,84,89
1413,RHP,Real Estate,REIT—Hotel & Motel,NYSE,108.93,75,64,79,57
1414,ATVI,Communication Services,Electronic Gaming & Multimedia,NASDAQ,108.92,75,56,78,81
1415,FANG,Energy,Oil & Gas E&P,NASDAQ,108.91,75,96,93,96
1416,IRWD,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,108.9,75,61,46,67
1417,SIG,Consumer Cyclical,Luxury Goods,NYSE,108.88,75,46,29,32
1418,UVV,Consumer Defensive,Tobacco,NYSE,108.88,75,82,54,94
1419,NXST,Communication Services,Broadcasting,NASDAQ,108.88,75,52,92,81
1420,JNJ,Healthcare,Drug Manufacturers—General,NYSE,108.87,75,73,66,91
1421,REVG,Industrials,Farm & Heavy Construction Machinery,NYSE,108.87,75,80,56,35
1422,EDTX,Financial Services,Shell Companies,NASDAQ,108.86,75,74,74,87
1423,SPH,Utilities,Utilities—Regulated Gas,NYSE,108.86,75,76,90,89
1424,FNV,Basic Materials,Gold,NYSE,108.85,75,76,34,74
1425,OCSL,Financial Services,Credit Services,NASDAQ,108.84,75,59,74,70
1426,FDS,Financial Services,Financial Data & Stock Exchanges,NYSE,108.83,75,67,88,65
1427,LOGI,Technology,Computer Hardware,NASDAQ,108.82,75,60,19,24
1428,QRHC,Industrials,Waste Management,NASDAQ,108.81,75,97,98,26
1429,CBT,Basic Materials,Specialty Chemicals,NYSE,108.81,75,82,91,92
1430,EM,Consumer Cyclical,Personal Services,NASDAQ,108.81,75,16,7,35
1431,MGU,Financial Services,Asset Management,NYSE,108.8,75,59,77,73
1432,PPL,Utilities,Utilities—Regulated Electric,NYSE,108.79,75,55,84,73
1433,WAFD,Financial Services,Banks—Regional,NASDAQ,108.78,75,88,66,71
1434,CLOEU,Financial Services,Shell Companies,NASDAQ,108.78,75,68,84,87
1435,TCMD,Healthcare,Medical Devices,NASDAQ,108.78,75,19,15,3
1436,CASH,Financial Services,Banks—Regional,NASDAQ,108.77,75,68,18,35
1437,IVZ,Financial Services,Asset Management,NYSE,108.76,75,63,31,35
1438,IFRX,Healthcare,Biotechnology,NASDAQ,108.76,75,80,97,10
1439,RGS,Consumer Cyclical,Personal Services,NYSE,108.75,75,47,84,4
1440,FNLC,Financial Services,Banks—Regional,NASDAQ,108.75,75,80,64,81
1441,APG,Industrials,Engineering & Construction,NYSE,108.71,75,60,31,29
1442,BH,Consumer Cyclical,Restaurants,NYSE,108.7,75,84,41,40
1443,OVV,Energy,Oil & Gas E&P,NYSE,108.69,75,96,94,97
1444,CMCL,Basic Materials,Gold,NYSE MKT,108.69,75,69,31,74
1445,CHEF,Consumer Defensive,Food Distribution,NASDAQ,108.68,75,81,85,93
1446,SNDR,Industrials,Trucking,NYSE,108.67,75,57,44,66
1447,DG,Consumer Defensive,Discount Stores,NYSE,108.67,75,83,82,93
1448,APPF,Technology,Softwareâ€”Application,NASDAQ,108.66,75,84,59,40
1449,RGCO,Utilities,Utilities—Regulated Gas,NASDAQ,108.65,75,81,87,54
1450,EPSN,Energy,Oil & Gas E&P,NASDAQ,108.64,75,91,93,95
1451,APEI,Consumer Defensive,Education & Training Services,NASDAQ,108.64,75,43,3,23
1452,HOMB,Financial Services,Banks—Regional,NYSE,108.63,75,84,84,69
1453,WTI,Energy,Oil & Gas E&P,NYSE,108.62,75,98,98,97
1454,ORA,Utilities,Utilities—Renewable,NYSE,108.6,75,93,94,72
1455,EPM,Energy,Oil & Gas E&P,NYSE MKT,108.6,75,94,97,91
1456,GPK,Consumer Cyclical,Packaging & Containers,NYSE,108.57,75,75,85,89
1457,RNWK,Communication Services,Electronic Gaming & Multimedia,NASDAQ,108.56,74,62,40,27
1458,REG,Real Estate,REIT—Retail,NASDAQ,108.56,74,63,52,61
1459,BSBK,Financial Services,Banks—Regional,NASDAQ,108.54,74,80,77,92
1460,V,Financial Services,Credit Services,NYSE,108.54,74,58,52,62
1461,CNI,Industrials,Railroads,NYSE,108.54,74,62,63,67
1462,ARI,Real Estate,REITâ€”Mortgage,NYSE,108.54,74,63,64,39
1463,MSA,Industrials,Security & Protection Services,NYSE,108.53,74,78,45,49
1464,SRV,Financial Services,Asset Management,NYSE,108.5,74,89,94,69
1465,RELX,Communication Services,Publishing,NYSE,108.5,74,48,45,63
1466,BERY,Consumer Cyclical,Packaging & Containers,NYSE,108.48,74,38,41,55
1467,AVT,Technology,Electronics & Computer Distribution,NASDAQ,108.47,74,78,54,92
1468,CNC,Healthcare,Healthcare Plans,NYSE,108.45,74,56,85,92
1469,ALB,Basic Materials,Specialty Chemicals,NYSE,108.42,74,95,95,92
1470,ICFI,Industrials,Consulting Services,NASDAQ,108.42,74,77,88,81
1471,WERN,Industrials,Trucking,NASDAQ,108.42,74,54,51,56
1472,MAQCU,Financial Services,Shell Companies,NASDAQ,108.42,74,67,71,87
1473,FCCO,Financial Services,Banks—Regional,NASDAQ,108.39,74,82,47,69
1474,UFPI,Basic Materials,Lumber & Wood Production,NASDAQ,108.37,74,57,67,55
1475,AUB,Financial Services,Banks—Regional,NASDAQ,108.35,74,59,59,68
1476,NTCT,Technology,Software—Infrastructure,NASDAQ,108.34,74,79,79,94
1477,IMGN,Healthcare,Biotechnology,NASDAQ,108.31,74,75,81,40
1478,TXN,Technology,Semiconductors,NASDAQ,108.3,74,77,61,53
1479,NG,Basic Materials,Gold,NYSE MKT,108.3,74,57,17,37
1480,AIV,Real Estate,REITâ€”Residential,NYSE,108.29,74,76,95,52
1481,PPG,Basic Materials,Specialty Chemicals,NYSE,108.29,74,54,46,43
1482,AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,108.27,74,56,48,28
1483,ACRS,Healthcare,Biotechnology,NASDAQ,108.27,74,93,34,69
1484,NTG,Financial Services,Asset Management,NYSE,108.26,74,84,92,87
1485,CATC,Financial Services,Banks—Regional,NASDAQ,108.25,74,84,65,76
1486,QNST,Communication Services,Advertising Agencies,NASDAQ,108.24,74,89,37,34
1487,MTN,Consumer Cyclical,Resorts & Casinos,NYSE,108.23,74,51,34,40
1488,NVR,Consumer Cyclical,Residential Construction,NYSE,108.2,74,59,45,40
1489,LRFC,Financial Services,Asset Management,NASDAQ,108.19,74,54,59,29
1490,SAR,Financial Services,Asset Management,NYSE,108.16,74,51,76,64
1491,DNP,Financial Services,Asset Management,NYSE,108.14,74,74,84,72
1492,WOR,Industrials,Metal Fabrication,NYSE,108.14,74,81,83,41
1493,CVCO,Consumer Cyclical,Residential Construction,NASDAQ,108.14,74,37,43,35
1494,TDG,Industrials,Aerospace & Defense,NYSE,108.13,74,74,79,48
1495,BUSE,Financial Services,Banks—Regional,NASDAQ,108.13,74,82,63,69
1496,VMW,Technology,Software—Infrastructure,NYSE,108.12,74,61,59,79
1497,ABG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,108.11,74,61,45,72
1498,EEA,Financial Services,Asset Management,NYSE,108.1,74,54,38,51
1499,DAIO,Technology,Electronic Components,NASDAQ,108.09,74,76,29,21
1500,TTEK,Industrials,Engineering & Construction,NASDAQ,108.08,74,84,52,52
1501,FUND,Financial Services,Asset Management,NASDAQ,108.07,74,65,61,69
1502,ANNX,Healthcare,Biotechnology,NASDAQ,108.06,74,70,95,17
1503,MDRX,Healthcare,Health Information Services,NASDAQ,108.04,74,69,66,55
1504,LTC,Real Estate,REIT—Healthcare Facilities,NYSE,108.03,74,85,92,93
1505,GOGO,Communication Services,Telecom Services,NASDAQ,108.03,74,55,42,95
1506,OPCH,Healthcare,Medical Care Facilities,NASDAQ,108.03,74,70,92,89
1507,OLN,Basic Materials,Specialty Chemicals,NYSE,108.03,74,75,47,71
1508,FPL,Financial Services,Asset Management,NYSE,108.02,74,77,89,82
1509,COUP,Technology,Software—Application,NASDAQ,108.01,74,14,27,7
1510,ADC,Real Estate,REITâ€”Retail,NYSE,108.01,74,63,84,92
1511,FIBK,Financial Services,Banks—Regional,NASDAQ,108.01,74,89,87,78
1512,FEI,Financial Services,Asset Management,NYSE,108.0,74,73,88,88
1513,NTIC,Basic Materials,Specialty Chemicals,NASDAQ,107.99,74,85,50,35
1514,CRMD,Healthcare,Biotechnology,NASDAQ,107.98,74,42,41,20
1515,TDY,Technology,Scientific & Technical Instruments,NYSE,107.97,73,66,52,53
1516,PUK,Financial Services,Insurance—Life,NYSE,107.97,73,41,25,33
1517,HTLF,Financial Services,Banks—Regional,NASDAQ,107.97,73,81,62,62
1518,DEN,Energy,Oil & Gas E&P,NYSE,107.96,73,94,91,48
1519,DB,Financial Services,Banks—Regional,NYSE,107.96,73,64,29,52
1520,OGE,Utilities,Utilities—Regulated Electric,NYSE,107.95,73,71,90,87
1521,OSPN,Technology,Software—Infrastructure,NASDAQ,107.94,73,66,15,32
1522,ALV,Consumer Cyclical,Auto Parts,NYSE,107.91,73,76,55,63
1523,PDCO,Healthcare,Medical Distribution,NASDAQ,107.9,73,59,46,72
1524,KBR,Industrials,Engineering & Construction,NYSE,107.9,73,78,86,88
1525,RF,Financial Services,Banks—Regional,NYSE,107.89,73,79,85,67
1526,RGP,Industrials,Consulting Services,NASDAQ,107.88,73,64,89,96
1527,PRU,Financial Services,Insurance—Life,NYSE,107.86,73,80,50,63
1528,VST,Utilities,Utilities—Independent Power Producers,NYSE,107.86,73,80,92,95
1529,RGLD,Basic Materials,Gold,NASDAQ,107.84,73,63,35,71
1530,GENC,Industrials,Farm & Heavy Construction Machinery,NYSE MKT,107.83,73,51,49,66
1531,FIF,Financial Services,Asset Management,NYSE,107.82,73,77,88,85
1532,HRI,Industrials,Rental & Leasing Services,NYSE,107.79,73,67,53,23
1533,ROP,Industrials,Specialty Industrial Machinery,NYSE,107.77,73,62,42,52
1534,GNL,Real Estate,REIT—Office,NYSE,107.74,73,55,58,68
1535,TG,Basic Materials,Specialty Chemicals,NYSE,107.73,73,50,42,54
1536,CATY,Financial Services,Banks—Regional,NASDAQ,107.72,73,83,78,70
1537,CBOE,Financial Services,Financial Data & Stock Exchanges,BATS,107.7,73,58,75,67
1538,NWE,Utilities,Utilities—Diversified,NASDAQ,107.68,73,55,59,78
1539,BEN,Financial Services,Asset Management,NYSE,107.64,73,56,44,51
1540,MMP,Energy,Oil & Gas Midstream,NYSE,107.64,73,86,87,90
1541,JAZZ,Healthcare,Biotechnology,NASDAQ,107.64,73,67,80,85
1542,HE,Utilities,Utilities—Diversified,NYSE,107.63,73,56,57,74
1543,GNT,Financial Services,Asset Management,NYSE,107.62,73,59,47,68
1544,FBP,Financial Services,Banks—Regional,NYSE,107.61,73,81,87,91
1545,TSCO,Consumer Cyclical,Specialty Retail,NASDAQ,107.61,73,67,47,66
1546,AVA,Utilities,Utilities—Diversified,NYSE,107.6,73,49,73,76
1547,LSXMB,Communication Services,Broadcasting,NASDAQ,107.59,73,36,23,96
1548,MTBCP,Healthcare,Health Information Services,NASDAQ,107.58,73,80,77,73
1549,SNPS,Technology,Software—Infrastructure,NASDAQ,107.58,73,67,64,73
1550,CMTL,Technology,Communication Equipment,NASDAQ,107.56,73,29,36,13
1551,RPT,Real Estate,REIT—Retail,NYSE,107.55,73,52,31,38
1552,GSBC,Financial Services,Banks—Regional,NASDAQ,107.55,73,78,80,91
1553,CTRE,Real Estate,REIT—Healthcare Facilities,NYSE,107.48,73,74,82,63
1554,INVZ,Consumer Cyclical,Auto Parts,NASDAQ,107.44,73,90,92,47
1555,HRZN,Financial Services,Asset Management,NASDAQ,107.43,73,57,46,39
1556,BMRA,Healthcare,Diagnostics & Research,NASDAQ,107.42,73,49,64,36
1557,KDP,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,107.42,73,64,81,79
1558,CVS,Healthcare,Healthcare Plans,NYSE,107.39,73,60,85,75
1559,AEP,Utilities,Utilitiesâ€”Regulated Electric,NASDAQ,107.38,73,60,89,90
1560,NDSN,Industrials,Specialty Industrial Machinery,NASDAQ,107.38,73,68,66,56
1561,MNRO,Consumer Cyclical,Auto Parts,NASDAQ,107.37,73,50,62,49
1562,JUPW,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,107.37,73,98,76,19
1563,BAOS,Communication Services,Advertising Agencies,NASDAQ,107.33,73,86,78,95
1564,NTB,Financial Services,Banks—Diversified,NYSE,107.3,73,53,74,63
1565,BNTX,Healthcare,Biotechnology,NASDAQ,107.29,73,52,30,20
1566,MSGS,Communication Services,Entertainment,NYSE,107.27,73,53,48,60
1567,ETON,Healthcare,Biotechnology,NASDAQ,107.27,73,60,9,24
1568,CTAQU,Financial Services,Shell Companies,NASDAQ,107.27,73,66,64,80
1569,OPHC,Financial Services,Banks—Regional,NASDAQ,107.25,73,82,52,66
1570,VRSN,Technology,Software—Infrastructure,NASDAQ,107.23,73,56,45,34
1571,TMST,Basic Materials,Steel,NYSE,107.22,73,89,43,95
1572,FBIOP,Healthcare,Biotechnology,NASDAQ,107.22,73,49,54,43
1573,STZ,Consumer Defensive,Beverages—Wineries & Distilleries,NYSE,107.21,72,77,81,91
1574,MSCI,Financial Services,Financial Data & Stock Exchanges,NYSE,107.2,72,72,54,37
1575,WTRG,Utilities,Utilities—Regulated Water,NYSE,107.2,72,61,73,65
1576,THRM,Consumer Cyclical,Auto Parts,NASDAQ,107.18,72,61,35,49
1577,PPBI,Financial Services,Banks—Regional,NASDAQ,107.17,72,76,62,42
1578,FRME,Financial Services,Banks—Regional,NASDAQ,107.15,72,77,82,65
1579,CFR,Financial Services,Banks—Regional,NYSE,107.15,72,85,89,74
1580,TEVA,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,107.15,72,68,84,63
1581,GRTX,Healthcare,Biotechnology,NASDAQ,107.14,72,77,30,4
1582,ALX,Real Estate,REITâ€”Retail,NYSE,107.11,72,59,73,60
1583,ABEV,Consumer Defensive,Beveragesâ€”Brewers,NYSE,107.09,72,71,81,59
1584,LVOX,Technology,Software—Infrastructure,NASDAQ,107.09,72,18,48,5
1585,KRP,Energy,Oil & Gas E&P,NYSE,107.09,72,91,94,95
1586,WEYS,Consumer Cyclical,Footwear & Accessories,NASDAQ,107.08,72,53,46,98
1587,CNP,Utilities,Utilities—Regulated Electric,NYSE,107.05,72,64,91,90
1588,ORCL,Technology,Software—Infrastructure,NYSE,107.03,72,62,38,47
1589,HESM,Energy,Oil & Gas Midstream,NYSE,107.02,72,79,78,90
1590,SYF,Financial Services,Credit Services,NYSE,107.02,72,79,41,31
1591,YORW,Utilities,Utilities—Regulated Water,NASDAQ,107.01,72,64,81,59
1592,GRBK,Consumer Cyclical,Residential Construction,NYSE,106.93,72,49,82,44
1593,OFG,Financial Services,Banks—Regional,NYSE,106.92,72,71,83,92
1594,CWST,Industrials,Waste Management,NASDAQ,106.91,72,65,84,60
1595,QRTEB,Consumer Cyclical,Internet Retail,NASDAQ,106.91,72,15,98,19
1596,FRBA,Financial Services,Banks—Regional,NASDAQ,106.88,72,63,77,87
1597,MGM,Consumer Cyclical,Resorts & Casinos,NYSE,106.88,72,54,56,26
1598,FE,Utilities,Utilities—Regulated Electric,NYSE,106.86,72,56,85,69
1599,CMT,Basic Materials,Specialty Chemicals,NYSE MKT,106.83,72,70,84,50
1600,KYMR,Healthcare,Biotechnology,NASDAQ,106.81,72,77,56,6
1601,AC,Financial Services,Capital Markets,NYSE,106.8,72,75,77,62
1602,BCH,Financial Services,Banks—Regional,NYSE,106.79,72,60,68,90
1603,ABOS,Healthcare,Biotechnology,NASDAQ,106.79,72,94,81,9
1604,AGNCN,Real Estate,REITâ€”Mortgage,NASDAQ,106.79,72,77,80,67
1605,BRX,Real Estate,REIT—Retail,NYSE,106.77,72,56,62,55
1606,BLK,Financial Services,Asset Management,NYSE,106.77,72,79,41,39
1607,ALLE,Industrials,Security & Protection Services,NYSE,106.76,72,63,27,41
1608,VIR,Healthcare,Biotechnology,NASDAQ,106.76,72,67,12,34
1609,CIVB,Financial Services,Banks—Regional,NASDAQ,106.72,72,77,50,68
1610,MTZ,Industrials,Engineering & Construction,NYSE,106.71,72,88,72,47
1611,DGICB,Financial Services,Insurance—Property & Casualty,NASDAQ,106.71,72,92,87,72
1612,FCPT,Real Estate,REIT—Hotel & Motel,NYSE,106.65,72,66,76,75
1613,TSEM,Technology,Semiconductors,NASDAQ,106.65,72,64,86,97
1614,BMRC,Financial Services,Banks—Regional,NASDAQ,106.64,72,75,50,73
1615,KMI,Energy,Oil & Gas Midstream,NYSE,106.63,72,82,88,77
1616,KYN,Financial Services,Asset Management,NYSE,106.63,72,80,91,87
1617,PTCT,Healthcare,Biotechnology,NASDAQ,106.62,72,46,98,65
1618,CTS,Technology,Electronic Components,NYSE,106.61,72,83,93,74
1619,SUM,Basic Materials,Building Materials,NYSE,106.59,72,56,49,32
1620,LNTH,Healthcare,Diagnostics & Research,NASDAQ,106.57,72,92,99,99
1621,FCN,Industrials,Consulting Services,NYSE,106.56,72,70,74,96
1622,MGYR,Financial Services,Banks—Regional,NASDAQ,106.56,72,83,86,88
1623,PCSB,Financial Services,Banks—Regional,NASDAQ,106.56,72,78,68,90
1624,ROK,Industrials,Specialty Industrial Machinery,NYSE,106.56,72,82,57,30
1625,GPRK,Energy,Oil & Gas E&P,NYSE,106.54,72,86,68,89
1626,DCOM,Financial Services,Banks—Regional,NASDAQ,106.54,72,78,68,67
1627,GMTX,Healthcare,Biotechnology,NASDAQ,106.52,72,52,20,27
1628,HWKN,Basic Materials,Specialty Chemicals,NASDAQ,106.52,72,79,75,71
1629,FOR,Real Estate,Real Estate—Development,NYSE,106.51,71,39,21,33
1630,LYG,Financial Services,Banks—Regional,NYSE,106.51,71,45,60,61
1631,MRBK,Financial Services,Banks—Regional,NASDAQ,106.51,71,64,76,78
1632,NEO,Healthcare,Diagnostics & Research,NASDAQ,106.51,71,29,21,3
1633,OFS,Financial Services,Asset Management,NASDAQ,106.49,71,70,57,91
1634,IDXX,Healthcare,Diagnostics & Research,NASDAQ,106.49,71,74,23,19
1635,ITRI,Technology,Scientific & Technical Instruments,NASDAQ,106.48,71,63,40,38
1636,AL,Industrials,Rental & Leasing Services,NYSE,106.46,71,52,55,38
1637,LOAN,Real Estate,REIT—Mortgage,NASDAQ,106.46,71,76,71,67
1638,KGC,Basic Materials,Gold,NYSE,106.46,71,60,17,37
1639,OMGA,Healthcare,Biotechnology,NASDAQ,106.44,71,85,88,3
1640,ABCL,Healthcare,Biotechnology,NASDAQ,106.44,71,93,42,39
1641,PHM,Consumer Cyclical,Residential Construction,NYSE,106.43,71,59,45,44
